block	85	bounds	0.375000-0.625000,0.000000-1.000000,0.375000-0.625000
item	11567	statName	item.gun-stock.name
item	11567	isMap	false
item	11567	itemUseAction	none
item	11567	maxItemUseDuration	0
item	11567	potionEffect	null
item	11567	isPotionIngredient	false
item	11567	itemDisplayName	
item	11567	isItemTool	false
item	11567	enchantability	0
item	11567	isRepairable	false
item	11567	isItemBlock	false
item	11568	id	11568
item	11568	gid	weaponmod/item.wood-boomerang
item	11568	itemStackLimit	1
item	11568	hasSubtypes	false
item	11568	maxDamage	29
item	11568	isDamageable	true
item	11568	localizedName	item.wood-boomerang
item	11568	unlocalizedName	item.wood-boomerang
item	11568	hasContainerItem	false
item	11568	statName	item.wood-boomerang.name
item	11568	isMap	false
item	11568	itemUseAction	block
item	11568	maxItemUseDuration	72000
item	11568	potionEffect	null
item	11568	isPotionIngredient	false
item	11568	itemDisplayName	
item	11568	isItemTool	true
item	11568	enchantability	15
item	11568	isRepairable	true
item	11568	isItemBlock	false
item	11569	id	11569
item	11569	gid	weaponmod/item.stone-boomerang
item	11569	itemStackLimit	1
item	11569	hasSubtypes	false
item	11569	maxDamage	65
item	11569	isDamageable	true
item	11569	localizedName	item.stone-boomerang
item	11569	unlocalizedName	item.stone-boomerang
item	11569	hasContainerItem	false
item	11569	statName	item.stone-boomerang.name
item	11569	isMap	false
item	11569	itemUseAction	block
item	11569	maxItemUseDuration	72000
item	11569	potionEffect	null
item	11569	isPotionIngredient	false
item	11569	itemDisplayName	
item	11569	isItemTool	true
item	11569	enchantability	5
item	11569	isRepairable	true
item	11569	isItemBlock	false
item	11570	id	11570
item	11570	gid	weaponmod/item.iron-boomerang
item	11570	itemStackLimit	1
item	11570	hasSubtypes	false
item	11570	maxDamage	125
item	11570	isDamageable	true
item	11570	localizedName	item.iron-boomerang
item	11570	unlocalizedName	item.iron-boomerang
item	11570	hasContainerItem	false
item	11570	statName	item.iron-boomerang.name
item	11570	isMap	false
item	11570	itemUseAction	block
item	11570	maxItemUseDuration	72000
item	11570	potionEffect	null
item	11570	isPotionIngredient	false
item	11570	itemDisplayName	
item	11570	isItemTool	true
item	11570	enchantability	14
item	11570	isRepairable	true
item	11570	isItemBlock	false
item	11571	id	11571
item	11571	gid	weaponmod/item.diamond-boomerang
item	11571	itemStackLimit	1
item	11571	hasSubtypes	false
item	11571	maxDamage	780
item	11571	isDamageable	true
item	11571	localizedName	item.diamond-boomerang
item	11571	unlocalizedName	item.diamond-boomerang
item	11571	hasContainerItem	false
item	11571	statName	item.diamond-boomerang.name
item	11571	isMap	false
item	11571	itemUseAction	block
item	11571	maxItemUseDuration	72000
item	11571	potionEffect	null
item	11571	isPotionIngredient	false
item	11571	itemDisplayName	
item	11571	isItemTool	true
item	11571	enchantability	10
item	11571	isRepairable	true
item	11571	isItemBlock	false
item	11572	id	11572
item	11572	gid	weaponmod/item.gold-boomerang
item	11572	itemStackLimit	1
item	11572	hasSubtypes	false
item	11572	maxDamage	16
item	11572	isDamageable	true
item	11572	localizedName	item.gold-boomerang
item	11572	unlocalizedName	item.gold-boomerang
item	11572	hasContainerItem	false
item	11572	statName	item.gold-boomerang.name
item	11572	isMap	false
item	11572	itemUseAction	block
item	11572	maxItemUseDuration	72000
item	11572	potionEffect	null
item	11572	isPotionIngredient	false
item	11572	itemDisplayName	
item	11572	isItemTool	true
item	11572	enchantability	22
item	11572	isRepairable	true
item	11572	isItemBlock	false
item	11573	id	11573
item	11573	gid	weaponmod/item.wood-musketbayonet
item	11573	itemStackLimit	1
item	11573	hasSubtypes	false
item	11573	maxDamage	80
item	11573	isDamageable	true
item	11573	localizedName	item.wood-musketbayonet
item	11573	unlocalizedName	item.wood-musketbayonet
item	11573	hasContainerItem	false
item	11573	statName	item.wood-musketbayonet.name
item	11573	isMap	false
item	11573	itemUseAction	block
item	11573	maxItemUseDuration	72000
item	11573	potionEffect	null
item	11573	isPotionIngredient	false
item	11573	itemDisplayName	
item	11573	isItemTool	true
item	11573	enchantability	1
item	11573	isRepairable	true
item	11573	isItemBlock	false
item	11574	id	11574
item	11574	gid	weaponmod/item.stone-musketbayonet
item	11574	itemStackLimit	1
item	11574	hasSubtypes	false
item	11574	maxDamage	80
item	11574	isDamageable	true
item	11574	localizedName	item.stone-musketbayonet
item	11574	unlocalizedName	item.stone-musketbayonet
item	11574	hasContainerItem	false
item	11574	statName	item.stone-musketbayonet.name
item	11574	isMap	false
item	11574	itemUseAction	block
item	11574	maxItemUseDuration	72000
item	11574	potionEffect	null
item	11574	isPotionIngredient	false
item	11574	itemDisplayName	
item	11574	isItemTool	true
item	11574	enchantability	1
item	11574	isRepairable	true
item	11574	isItemBlock	false
item	11575	id	11575
item	11575	gid	weaponmod/item.iron-musketbayonet
item	11575	itemStackLimit	1
item	11575	hasSubtypes	false
item	11575	maxDamage	80
item	11575	isDamageable	true
item	11575	localizedName	item.iron-musketbayonet
item	11575	unlocalizedName	item.iron-musketbayonet
item	11575	hasContainerItem	false
item	11575	statName	item.iron-musketbayonet.name
item	11575	isMap	false
item	11575	itemUseAction	block
item	11575	maxItemUseDuration	72000
item	11575	potionEffect	null
item	11575	isPotionIngredient	false
item	11575	itemDisplayName	
item	11575	isItemTool	true
item	11575	enchantability	1
item	11575	isRepairable	true
item	11575	isItemBlock	false
item	11576	id	11576
item	11576	gid	weaponmod/item.diamond-musketbayonet
item	11576	itemStackLimit	1
item	11576	hasSubtypes	false
item	11576	maxDamage	80
item	11576	isDamageable	true
item	11576	localizedName	item.diamond-musketbayonet
item	11576	unlocalizedName	item.diamond-musketbayonet
item	11576	hasContainerItem	false
item	11576	statName	item.diamond-musketbayonet.name
item	11576	isMap	false
item	11576	itemUseAction	block
item	11576	maxItemUseDuration	72000
item	11576	potionEffect	null
item	11576	isPotionIngredient	false
item	11576	itemDisplayName	
item	11576	isItemTool	true
item	11576	enchantability	1
item	11576	isRepairable	true
item	11576	isItemBlock	false
item	11577	id	11577
item	11577	gid	weaponmod/item.gold-musketbayonet
item	11577	itemStackLimit	1
item	11577	hasSubtypes	false
item	11577	maxDamage	80
item	11577	isDamageable	true
item	11577	localizedName	item.gold-musketbayonet
item	11577	unlocalizedName	item.gold-musketbayonet
item	11577	hasContainerItem	false
item	11577	statName	item.gold-musketbayonet.name
item	11577	isMap	false
item	11577	itemUseAction	block
item	11577	maxItemUseDuration	72000
item	11577	potionEffect	null
item	11577	isPotionIngredient	false
item	11577	itemDisplayName	
item	11577	isItemTool	true
item	11577	enchantability	1
item	11577	isRepairable	true
item	11577	isItemBlock	false
recipes/crafting/shaped	W=3;null;null;Minecraft/tile.wood:32767;null;Minecraft/item.stick:0;null;Minecraft/item.stick:0;null;null	output	11520:0
recipes/crafting/shaped	W=3;null;null;Minecraft/tile.stonebrick:32767;null;Minecraft/item.stick:0;null;Minecraft/item.stick:0;null;null	output	11521:0
recipes/crafting/shaped	W=3;null;null;Minecraft/item.ingotIron:0;null;Minecraft/item.stick:0;null;Minecraft/item.stick:0;null;null	output	11522:0
recipes/crafting/shaped	W=3;null;null;Minecraft/item.diamond:0;null;Minecraft/item.stick:0;null;Minecraft/item.stick:0;null;null	output	11523:0
recipes/crafting/shaped	W=3;null;null;Minecraft/item.ingotGold:0;null;Minecraft/item.stick:0;null;Minecraft/item.stick:0;null;null	output	11524:0
recipes/crafting/shaped	W=3;null;Minecraft/tile.wood:32767;Minecraft/tile.wood:32767;null;Minecraft/item.stick:0;Minecraft/tile.wood:32767;Minecraft/item.stick:0;null;null	output	11525:0
recipes/crafting/shaped	W=3;null;Minecraft/tile.stonebrick:32767;Minecraft/tile.stonebrick:32767;null;Minecraft/item.stick:0;Minecraft/tile.stonebrick:32767;Minecraft/item.stick:0;null;null	output	11526:0
recipes/crafting/shaped	W=3;null;Minecraft/item.ingotIron:0;Minecraft/item.ingotIron:0;null;Minecraft/item.stick:0;Minecraft/item.ingotIron:0;Minecraft/item.stick:0;null;null	output	11527:0
recipes/crafting/shaped	W=3;null;Minecraft/item.diamond:0;Minecraft/item.diamond:0;null;Minecraft/item.stick:0;Minecraft/item.diamond:0;Minecraft/item.stick:0;null;null	output	11528:0
recipes/crafting/shaped	W=3;null;Minecraft/item.ingotGold:0;Minecraft/item.ingotGold:0;null;Minecraft/item.stick:0;Minecraft/item.ingotGold:0;Minecraft/item.stick:0;null;null	output	11529:0
recipes/crafting/shaped	W=2;Minecraft/tile.wood:32767;Minecraft/item.stick:0	output	11540:0
recipes/crafting/shaped	W=2;Minecraft/tile.stonebrick:32767;Minecraft/item.stick:0	output	11541:0
recipes/crafting/shaped	W=2;Minecraft/item.ingotIron:0;Minecraft/item.stick:0	output	11542:0
recipes/crafting/shaped	W=2;Minecraft/item.diamond:0;Minecraft/item.stick:0	output	11543:0
recipes/crafting/shaped	W=2;Minecraft/item.ingotGold:0;Minecraft/item.stick:0	output	11544:0
recipes/crafting/shaped	W=3;null;null;Minecraft/item.flint:0;null;Minecraft/item.stick:0;null;Minecraft/item.stick:0;null;null	output	11550:0
recipes/crafting/shapeless	weaponmod/item.musket:0;weaponmod/item.wood-knife:0	ingredient.0	11540:0
recipes/crafting/shapeless	weaponmod/item.musket:0;weaponmod/item.wood-knife:0	ingredient.1	11551:0
recipes/crafting/shapeless	weaponmod/item.musket:0;weaponmod/item.wood-knife:0	output	11573:0
recipes/crafting/shapeless	weaponmod/item.musket:0;weaponmod/item.stone-knife:0	ingredient.0	11541:0
recipes/crafting/shapeless	weaponmod/item.musket:0;weaponmod/item.stone-knife:0	ingredient.1	11551:0
recipes/crafting/shapeless	weaponmod/item.musket:0;weaponmod/item.stone-knife:0	output	11574:0
recipes/crafting/shapeless	weaponmod/item.iron-knife:0;weaponmod/item.musket:0	ingredient.0	11542:0
recipes/crafting/shapeless	weaponmod/item.iron-knife:0;weaponmod/item.musket:0	ingredient.1	11551:0
recipes/crafting/shapeless	weaponmod/item.iron-knife:0;weaponmod/item.musket:0	output	11575:0
recipes/crafting/shapeless	weaponmod/item.diamond-knife:0;weaponmod/item.musket:0	ingredient.0	11543:0
recipes/crafting/shapeless	weaponmod/item.diamond-knife:0;weaponmod/item.musket:0	ingredient.1	11551:0
recipes/crafting/shapeless	weaponmod/item.diamond-knife:0;weaponmod/item.musket:0	output	11576:0
recipes/crafting/shapeless	weaponmod/item.gold-knife:0;weaponmod/item.musket:0	ingredient.0	11544:0
recipes/crafting/shapeless	weaponmod/item.gold-knife:0;weaponmod/item.musket:0	ingredient.1	11551:0
recipes/crafting/shapeless	weaponmod/item.gold-knife:0;weaponmod/item.musket:0	output	11577:0
recipes/crafting/shaped	W=1;Minecraft/item.ingotIron:0;Minecraft/item.sulphur:0;Minecraft/item.paper:0	output	11554:0
recipes/crafting/shaped	W=1;weaponmod/item.musket-ironpart:0;weaponmod/item.gun-stock:0	output	11551:0
recipes/crafting/shaped	W=3;Minecraft/item.ingotIron:0;Minecraft/item.ingotIron:0;Minecraft/item.flintAndSteel:0;null;null;Minecraft/item.ingotIron:0	output	11553:0
recipes/crafting/shaped	W=3;Minecraft/tile.wood:32767;Minecraft/tile.wood:32767;Minecraft/tile.wood:32767;Minecraft/tile.wood:32767;Minecraft/item.stick:0;Minecraft/tile.wood:32767;null;Minecraft/item.stick:0;null	output	11530:0
recipes/crafting/shaped	W=3;Minecraft/tile.stonebrick:32767;Minecraft/tile.stonebrick:32767;Minecraft/tile.stonebrick:32767;Minecraft/tile.stonebrick:32767;Minecraft/item.stick:0;Minecraft/tile.stonebrick:32767;null;Minecraft/item.stick:0;null	output	11531:0
recipes/crafting/shaped	W=3;Minecraft/item.ingotIron:0;Minecraft/item.ingotIron:0;Minecraft/item.ingotIron:0;Minecraft/item.ingotIron:0;Minecraft/item.stick:0;Minecraft/item.ingotIron:0;null;Minecraft/item.stick:0;null	output	11532:0
recipes/crafting/shaped	W=3;Minecraft/item.diamond:0;Minecraft/item.diamond:0;Minecraft/item.diamond:0;Minecraft/item.diamond:0;Minecraft/item.stick:0;Minecraft/item.diamond:0;null;Minecraft/item.stick:0;null	output	11533:0
recipes/crafting/shaped	W=3;Minecraft/item.ingotGold:0;Minecraft/item.ingotGold:0;Minecraft/item.ingotGold:0;Minecraft/item.ingotGold:0;Minecraft/item.stick:0;Minecraft/item.ingotGold:0;null;Minecraft/item.stick:0;null	output	11534:0
recipes/crafting/shaped	W=3;Minecraft/tile.wood:32767;Minecraft/item.stick:0;Minecraft/tile.wood:32767;Minecraft/tile.wood:32767;Minecraft/item.stick:0;Minecraft/tile.wood:32767;null;Minecraft/item.stick:0;null	output	11535:0
recipes/crafting/shaped	W=3;Minecraft/tile.stonebrick:32767;Minecraft/item.stick:0;Minecraft/tile.stonebrick:32767;Minecraft/tile.stonebrick:32767;Minecraft/item.stick:0;Minecraft/tile.stonebrick:32767;null;Minecraft/item.stick:0;null	output	11536:0
recipes/crafting/shaped	W=3;Minecraft/item.ingotIron:0;Minecraft/item.stick:0;Minecraft/item.ingotIron:0;Minecraft/item.ingotIron:0;Minecraft/item.stick:0;Minecraft/item.ingotIron:0;null;Minecraft/item.stick:0;null	output	11537:0
recipes/crafting/shaped	W=3;Minecraft/item.diamond:0;Minecraft/item.stick:0;Minecraft/item.diamond:0;Minecraft/item.diamond:0;Minecraft/item.stick:0;Minecraft/item.diamond:0;null;Minecraft/item.stick:0;null	output	11538:0
recipes/crafting/shaped	W=3;Minecraft/item.ingotGold:0;Minecraft/item.stick:0;Minecraft/item.ingotGold:0;Minecraft/item.ingotGold:0;Minecraft/item.stick:0;Minecraft/item.ingotGold:0;null;Minecraft/item.stick:0;null	output	11539:0
recipes/crafting/shaped	W=3;Minecraft/item.bow:0;Minecraft/item.ingotIron:0;Minecraft/item.ingotIron:0;Minecraft/item.ingotIron:0;Minecraft/tile.wood:32767;null;Minecraft/item.ingotIron:0;null;Minecraft/tile.wood:32767	output	11555:0
recipes/crafting/shaped	W=1;Minecraft/item.ingotIron:0;Minecraft/item.feather:0	output	11556:0
recipes/crafting/shaped	W=3;Minecraft/item.reeds:0;null;null;null;Minecraft/item.reeds:0;null;null;null;Minecraft/item.reeds:0	output	11557:0
recipes/crafting/shaped	W=1;Minecraft/item.stick:0;Minecraft/tile.cactus:32767;Minecraft/item.feather:0	output	11558:0
recipes/crafting/shaped	W=1;Minecraft/item.string:0;Minecraft/item.sulphur:0;Minecraft/item.sulphur:0	output	11559:0
recipes/crafting/shaped	W=3;null;null;Minecraft/item.string:0;null;Minecraft/item.stick:0;Minecraft/item.string:0;Minecraft/item.stick:0;null;Minecraft/tile.wood:32767	output	11545:0
recipes/crafting/shaped	W=3;null;null;Minecraft/item.string:0;null;Minecraft/item.stick:0;Minecraft/item.string:0;Minecraft/item.stick:0;null;Minecraft/tile.stonebrick:32767	output	11546:0
recipes/crafting/shaped	W=3;null;null;Minecraft/item.string:0;null;Minecraft/item.stick:0;Minecraft/item.string:0;Minecraft/item.stick:0;null;Minecraft/item.ingotIron:0	output	11547:0
recipes/crafting/shaped	W=3;null;null;Minecraft/item.string:0;null;Minecraft/item.stick:0;Minecraft/item.string:0;Minecraft/item.stick:0;null;Minecraft/item.diamond:0	output	11548:0
recipes/crafting/shaped	W=3;null;null;Minecraft/item.string:0;null;Minecraft/item.stick:0;Minecraft/item.string:0;Minecraft/item.stick:0;null;Minecraft/item.ingotGold:0	output	11549:0
recipes/crafting/shaped	W=3;Minecraft/tile.torch:32767;null;null;null;Minecraft/item.stick:0;null;null;null;Minecraft/item.stick:0	output	11560:0
recipes/crafting/shaped	W=3;Minecraft/item.ingotIron:0;Minecraft/item.ingotIron:0;Minecraft/item.flintAndSteel:0;null;null;Minecraft/item.ingotIron:0;Minecraft/item.ingotIron:0;Minecraft/item.ingotIron:0;Minecraft/tile.log:32767	output	11561:0
recipes/crafting/shaped	W=3;null;Minecraft/tile.stone:32767;null;Minecraft/tile.stone:32767;Minecraft/tile.stone:32767;Minecraft/tile.stone:32767;null;Minecraft/tile.stone:32767;null	output	11562:0
recipes/crafting/shaped	W=1;Minecraft/tile.gravel:32767;Minecraft/item.sulphur:0;Minecraft/item.paper:0	output	11564:0
recipes/crafting/shaped	W=1;weaponmod/item.blunder-ironpart:0;weaponmod/item.gun-stock:0	output	11563:0
recipes/crafting/shaped	W=3;Minecraft/item.ingotIron:0;null;null;null;Minecraft/item.ingotIron:0;Minecraft/item.flintAndSteel:0;Minecraft/item.ingotIron:0;null;Minecraft/item.ingotIron:0	output	11565:0
recipes/crafting/shaped	W=3;Minecraft/item.stick:0;Minecraft/item.stick:0;Minecraft/tile.wood:32767	output	11567:0
recipes/crafting/shaped	W=3;null;Minecraft/tile.cloth:32767;null;Minecraft/item.wheat:0;Minecraft/item.chestplateCloth:0;Minecraft/item.wheat:0;null;Minecraft/item.stick:0;null	output	11566:0
recipes/crafting/shaped	W=3;Minecraft/tile.wood:32767;Minecraft/tile.wood:32767;Minecraft/tile.wood:32767;null;null;Minecraft/tile.wood:32767;null;null;Minecraft/tile.wood:32767	output	11568:0
recipes/crafting/shaped	W=3;Minecraft/tile.wood:32767;Minecraft/tile.wood:32767;Minecraft/tile.stonebrick:32767;null;null;Minecraft/tile.wood:32767;null;null;Minecraft/tile.wood:32767	output	11569:0
recipes/crafting/shaped	W=3;Minecraft/tile.wood:32767;Minecraft/tile.wood:32767;Minecraft/item.ingotIron:0;null;null;Minecraft/tile.wood:32767;null;null;Minecraft/tile.wood:32767	output	11570:0
recipes/crafting/shaped	W=3;Minecraft/tile.wood:32767;Minecraft/tile.wood:32767;Minecraft/item.diamond:0;null;null;Minecraft/tile.wood:32767;null;null;Minecraft/tile.wood:32767	output	11571:0
recipes/crafting/shaped	W=3;Minecraft/tile.wood:32767;Minecraft/tile.wood:32767;Minecraft/item.ingotGold:0;null;null;Minecraft/tile.wood:32767;null;null;Minecraft/tile.wood:32767	output	11572:0
